calc_id,stock_code,company_name,metric_name,input_1,input_2,formula_or_logic,output_value,unit,calculation_required,calculation_replayed,linked_claim_id,notes
CALC-00170,00698.HK,通达集团,weighted_total_score,synergy_score=5.0; value_creation_score=8.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.22,points,No,No,CLM-CALC-00170,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00171,00701.HK,CNT GROUP,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00171,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00172,00711.HK,亚洲联合基建控股,weighted_total_score,synergy_score=5.0; value_creation_score=7.8; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.01,points,No,No,CLM-CALC-00172,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00173,00713.HK,世界（集团）,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00173,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00174,00716.HK,胜狮货柜,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00174,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00175,00717.HK,英皇资本,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00175,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00176,00722.HK,联合医务,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00176,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00177,00725.HK,恒都集团,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00177,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00178,00730.HK,首惠产业金融,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00178,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00179,00733.HK,合富辉煌,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00179,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00180,00736.HK,中国置业投资,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00180,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00181,00747.HK,渖阳公用发展股份,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00181,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00182,00750.HK,水发兴业能源,weighted_total_score,synergy_score=5.0; value_creation_score=8.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.22,points,No,No,CLM-CALC-00182,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00183,00755.HK,大方广瑞德,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00183,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00184,00757.HK,阳光能源,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00184,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00185,00759.HK,CEC INT'L HOLD,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,Yes,Yes,CLM-CALC-00185,Auto-replayed from candidate DD score inputs; formula matched stored weighted_total_score. | Calculation replayed automatically at 2026-06-02T14:45:48; formula output matched to 2 decimals.
CALC-00186,00764.HK,永恒策略,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00186,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00187,00767.HK,中基长寿科学,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00187,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00188,00768.HK,开明投资,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00188,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00189,00771.HK,自动系统,weighted_total_score,synergy_score=5.0; value_creation_score=8.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.22,points,No,No,CLM-CALC-00189,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00190,00775.HK,长江生命科技,weighted_total_score,synergy_score=4.5; value_creation_score=4.0; transaction_feasibility_score=4.0; risk_control_score=3.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,4.08,points,No,No,CLM-CALC-00190,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00191,00777.HK,网龙,weighted_total_score,synergy_score=4.5; value_creation_score=4.0; transaction_feasibility_score=4.0; risk_control_score=3.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,4.08,points,No,No,CLM-CALC-00191,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00192,00798.HK,中电光谷,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00192,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00193,00814.HK,北京京客隆,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00193,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00194,00815.HK,中国白银集团,weighted_total_score,synergy_score=5.0; value_creation_score=7.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.77,points,No,No,CLM-CALC-00194,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00195,00818.HK,高阳科技,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00195,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00196,00821.HK,汇盈控股,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00196,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00197,00822.HK,嘉瑞国际,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00197,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00198,00825.HK,新世界百货中国,weighted_total_score,synergy_score=5.0; value_creation_score=8.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.22,points,No,No,CLM-CALC-00198,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00199,00829.HK,神冠控股,weighted_total_score,synergy_score=5.0; value_creation_score=8.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.22,points,No,No,CLM-CALC-00199,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00200,00830.HK,中国建筑兴业,weighted_total_score,synergy_score=5.0; value_creation_score=6.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.47,points,No,No,CLM-CALC-00200,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00201,00831.HK,利亚零售,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00201,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00202,00833.HK,华讯,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00202,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00203,00838.HK,亿和控股,weighted_total_score,synergy_score=5.0; value_creation_score=6.8; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.71,points,No,No,CLM-CALC-00203,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00204,00840.HK,天业节水,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00204,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00205,00841.HK,木薯资源,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00205,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00206,00842.HK,理士国际,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00206,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00207,00846.HK,明发集团,weighted_total_score,synergy_score=5.0; value_creation_score=8.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.22,points,No,No,CLM-CALC-00207,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00208,00858.HK,精优药业,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00208,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00209,00860.HK,ＡＰＯＬＬＯ出行,weighted_total_score,synergy_score=5.0; value_creation_score=7.8; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.01,points,No,No,CLM-CALC-00209,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00210,00864.HK,永利地产发展,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00210,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00211,00865.HK,建德国际控股,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00211,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00212,00869.HK,彩星玩具,weighted_total_score,synergy_score=5.0; value_creation_score=7.8; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.01,points,No,No,CLM-CALC-00212,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00213,00873.HK,世茂服务,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00213,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00214,00878.HK,金朝阳集团,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00214,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00215,00884.HK,旭辉控股集团,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00215,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00216,00887.HK,英皇钟表珠宝,weighted_total_score,synergy_score=5.0; value_creation_score=6.8; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.71,points,No,No,CLM-CALC-00216,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00217,00889.HK,连达科技控股,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00217,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00218,00895.HK,东江环保,weighted_total_score,synergy_score=5.0; value_creation_score=6.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.47,points,No,No,CLM-CALC-00218,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00219,00897.HK,位元堂,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00219,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00220,00899.HK,中加国信,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00220,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00221,00911.HK,前海健康,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00221,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00222,00913.HK,港湾数字,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00222,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00223,00915.HK,道和环球,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00223,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00224,00919.HK,现代健康科技,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00224,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00225,00922.HK,安贤园中国,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00225,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00226,00923.HK,综合环保集团,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00226,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00227,00926.HK,碧生源,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00227,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00228,00928.HK,帝王国际投资,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00228,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
